,PERMNO,date,TICKER,COMNAM,stock_return,SHROUT,RETX,market_return
1160,57665,2015-06-16,NKE,NIKE INC,0.011708,682190,0.011708,0.005804
1161,13788,2015-06-17,ZTS,ZOETIS INC,0.009254,499964,0.009254,0.002029
1162,15720,2015-06-17,EIX,EDISON INTERNATIONAL,0.007121,325811,0.007121,0.002029
1163,57665,2015-06-17,NKE,NIKE INC,0.001817,682190,0.001817,0.002029
1164,13788,2015-06-18,ZTS,ZOETIS INC,0.006578,499964,0.006578,0.009846
1165,15720,2015-06-18,EIX,EDISON INTERNATIONAL,0.015003,325811,0.015003,0.009846
1166,57665,2015-06-18,NKE,NIKE INC,0.011933,682190,0.011933,0.009846
1167,13788,2015-06-19,ZTS,ZOETIS INC,-0.005148,499964,-0.005148,-0.005333
1168,15720,2015-06-19,EIX,EDISON INTERNATIONAL,-0.004247,325811,-0.004247,-0.005333
1169,57665,2015-06-19,NKE,NIKE INC,0.005,682190,0.005,-0.005333
1170,13788,2015-06-22,ZTS,ZOETIS INC,-0.000398,499964,-0.000398,0.006047
1171,15720,2015-06-22,EIX,EDISON INTERNATIONAL,-0.003924,325811,-0.003924,0.006047
1172,57665,2015-06-22,NKE,NIKE INC,0.002441,682190,0.002441,0.006047
1173,13788,2015-06-23,ZTS,ZOETIS INC,0.004978,499964,0.004978,0.000747
1174,15720,2015-06-23,EIX,EDISON INTERNATIONAL,-0.012847,325811,-0.012847,0.000747
1175,57665,2015-06-23,NKE,NIKE INC,0.003839,682190,0.003839,0.000747
1176,13788,2015-06-24,ZTS,ZOETIS INC,-0.015058,499964,-0.015058,-0.007301
1177,15720,2015-06-24,EIX,EDISON INTERNATIONAL,-0.027069,325811,-0.027069,-0.007301
1178,57665,2015-06-24,NKE,NIKE INC,-0.009142,682190,-0.009142,-0.007301
1179,13788,2015-06-25,ZTS,ZOETIS INC,0.114062,499964,0.114062,-0.002942
1180,15720,2015-06-25,EIX,EDISON INTERNATIONAL,-0.001248,325811,-0.001248,-0.002942
1181,57665,2015-06-25,NKE,NIKE INC,-0.009414,682190,-0.009414,-0.002942
1182,13788,2015-06-26,ZTS,ZOETIS INC,-0.122066,499964,-0.122066,-0.00017
1183,15720,2015-06-26,EIX,EDISON INTERNATIONAL,0.011562,325811,0.004107,-0.00017
1184,57665,2015-06-26,NKE,NIKE INC,0.042672,682190,0.042672,-0.00017
1185,13788,2015-06-29,ZTS,ZOETIS INC,-0.03188,499964,-0.03188,-0.020733
1186,15720,2015-06-29,EIX,EDISON INTERNATIONAL,-0.009781,325811,-0.009781,-0.020733
1187,57665,2015-06-29,NKE,NIKE INC,-0.018594,682190,-0.018594,-0.020733
1188,13788,2015-06-30,ZTS,ZOETIS INC,0.024432,499964,0.024432,0.002715
1189,15720,2015-06-30,EIX,EDISON INTERNATIONAL,-0.001796,325811,-0.001796,0.002715
1190,57665,2015-06-30,NKE,NIKE INC,0.003251,682190,0.003251,0.002715
1191,13788,2015-07-01,ZTS,ZOETIS INC,0.004355,499964,0.004355,0.007103
1192,15720,2015-07-01,EIX,EDISON INTERNATIONAL,0.014754,325811,0.014754,0.007103
1193,57665,2015-07-01,NKE,NIKE INC,0.013053,682190,0.013053,0.007103
1194,13788,2015-07-02,ZTS,ZOETIS INC,-0.002478,499964,-0.002478,-0.000255
1195,15720,2015-07-02,EIX,EDISON INTERNATIONAL,0.02039,325811,0.02039,-0.000255
1196,57665,2015-07-02,NKE,NIKE INC,0.004021,682190,0.004021,-0.000255
1197,13788,2015-07-06,ZTS,ZOETIS INC,0.001863,499964,0.001863,-0.00379
1198,15720,2015-07-06,EIX,EDISON INTERNATIONAL,0.000869,325811,0.000869,-0.00379
1199,57665,2015-07-06,NKE,NIKE INC,-0.000273,682190,-0.000273,-0.00379
1200,13788,2015-07-07,ZTS,ZOETIS INC,-0.010744,499964,-0.010744,0.006243
1201,15720,2015-07-07,EIX,EDISON INTERNATIONAL,0.021354,325811,0.021354,0.006243
1202,57665,2015-07-07,NKE,NIKE INC,0.013201,682190,0.013201,0.006243
1203,13788,2015-07-08,ZTS,ZOETIS INC,-0.02924,499964,-0.02924,-0.01627
1204,15720,2015-07-08,EIX,EDISON INTERNATIONAL,-0.009859,325811,-0.009859,-0.01627
1205,57665,2015-07-08,NKE,NIKE INC,-0.018151,682190,-0.018151,-0.01627
1206,13788,2015-07-09,ZTS,ZOETIS INC,0.001936,499964,0.001936,0.002294
1207,15720,2015-07-09,EIX,EDISON INTERNATIONAL,-0.011502,325811,-0.011502,0.002294
1208,57665,2015-07-09,NKE,NIKE INC,0.001556,682190,0.001556,0.002294
1209,13788,2015-07-10,ZTS,ZOETIS INC,0.008374,499964,0.008374,0.012365
1210,15720,2015-07-10,EIX,EDISON INTERNATIONAL,0.006426,325811,0.006426,0.012365
1211,57665,2015-07-10,NKE,NIKE INC,0.009868,682190,0.009868,0.012365
1212,13788,2015-07-13,ZTS,ZOETIS INC,0.001704,499964,0.001704,0.011254
1213,15720,2015-07-13,EIX,EDISON INTERNATIONAL,-0.003969,325811,-0.003969,0.011254
1214,57665,2015-07-13,NKE,NIKE INC,0.017101,682190,0.017101,0.011254
1215,13788,2015-07-14,ZTS,ZOETIS INC,0.008929,499964,0.008929,0.004466
1216,15720,2015-07-14,EIX,EDISON INTERNATIONAL,0.003811,325811,0.003811,0.004466
1217,57665,2015-07-14,NKE,NIKE INC,-0.000623,682190,-0.000623,0.004466
1218,13788,2015-07-15,ZTS,ZOETIS INC,-0.007375,499964,-0.007375,-0.00092
1219,15720,2015-07-15,EIX,EDISON INTERNATIONAL,0.002934,325811,0.002934,-0.00092
1220,57665,2015-07-15,NKE,NIKE INC,-0.003917,682190,-0.003917,-0.00092
1221,13788,2015-07-16,ZTS,ZOETIS INC,0.018892,499964,0.018892,0.008094
1222,15720,2015-07-16,EIX,EDISON INTERNATIONAL,0.017725,325811,0.017725,0.008094
1223,57665,2015-07-16,NKE,NIKE INC,0.003932,682190,0.003932,0.008094
1224,13788,2015-07-17,ZTS,ZOETIS INC,-0.004167,499964,-0.004167,0.001293
1225,15720,2015-07-17,EIX,EDISON INTERNATIONAL,-0.010145,325811,-0.010145,0.001293
1226,57665,2015-07-17,NKE,NIKE INC,0.004095,682190,0.004095,0.001293
1227,13788,2015-07-20,ZTS,ZOETIS INC,0.024686,499964,0.024686,0.000878
1228,15720,2015-07-20,EIX,EDISON INTERNATIONAL,-0.005979,325811,-0.005979,0.000878
1229,57665,2015-07-20,NKE,NIKE INC,0.002925,682190,0.002925,0.000878
1230,13788,2015-07-21,ZTS,ZOETIS INC,0.002858,499964,0.002858,-0.004271
1231,15720,2015-07-21,EIX,EDISON INTERNATIONAL,-0.003437,325811,-0.003437,-0.004271
1232,57665,2015-07-21,NKE,NIKE INC,-0.001238,682190,-0.001238,-0.004271
1233,13788,2015-07-22,ZTS,ZOETIS INC,0.018323,499964,0.018323,-0.002211
1234,15720,2015-07-22,EIX,EDISON INTERNATIONAL,0.00707,325811,0.00707,-0.002211
1235,57665,2015-07-22,NKE,NIKE INC,0.009735,682190,0.009735,-0.002211
1236,13788,2015-07-23,ZTS,ZOETIS INC,-0.003399,499964,-0.003399,-0.005694
1237,15720,2015-07-23,EIX,EDISON INTERNATIONAL,-0.01113,325811,-0.01113,-0.005694
1238,57665,2015-07-23,NKE,NIKE INC,-0.000789,682190,-0.000789,-0.005694
1239,13788,2015-07-24,ZTS,ZOETIS INC,-0.007222,499964,-0.007222,-0.010448
1240,15720,2015-07-24,EIX,EDISON INTERNATIONAL,-0.001732,325811,-0.001732,-0.010448
1241,57665,2015-07-24,NKE,NIKE INC,-0.00886,682190,-0.00886,-0.010448
1242,13788,2015-07-27,ZTS,ZOETIS INC,-0.000202,499964,-0.000202,-0.005735
1243,15720,2015-07-27,EIX,EDISON INTERNATIONAL,0.022203,325811,0.022203,-0.005735
1244,57665,2015-07-27,NKE,NIKE INC,-0.011151,682190,-0.011151,-0.005735
1245,13788,2015-07-28,ZTS,ZOETIS INC,-0.012732,499964,-0.012732,0.012287
1246,15720,2015-07-28,EIX,EDISON INTERNATIONAL,-0.000848,325811,-0.000848,0.012287
1247,57665,2015-07-28,NKE,NIKE INC,0.015573,682190,0.015573,0.012287
1248,13788,2015-07-29,ZTS,ZOETIS INC,-0.009212,499964,-0.009212,0.007463
1249,15720,2015-07-29,EIX,EDISON INTERNATIONAL,0.003397,325811,0.003397,0.007463
1250,57665,2015-07-29,NKE,NIKE INC,0.012779,682190,0.012779,0.007463
1251,13788,2015-07-30,ZTS,ZOETIS INC,0.003099,499964,0.003099,0.000173
1252,15720,2015-07-30,EIX,EDISON INTERNATIONAL,0.007617,325811,0.007617,0.000173
1253,57665,2015-07-30,NKE,NIKE INC,0.000783,682190,0.000783,0.000173
1254,13788,2015-07-31,ZTS,ZOETIS INC,0.008857,499964,0.008857,-0.002188
1255,15720,2015-07-31,EIX,EDISON INTERNATIONAL,0.008063,325811,0.008063,-0.002188
1256,57665,2015-07-31,NKE,NIKE INC,0.001826,677926,0.001826,-0.002188
1257,13788,2015-08-03,ZTS,ZOETIS INC,-0.010208,499964,-0.010208,-0.002668
1258,15720,2015-08-03,EIX,EDISON INTERNATIONAL,0.002333,325811,0.002333,-0.002668
1259,57665,2015-08-03,NKE,NIKE INC,-0.003385,677926,-0.003385,-0.002668
1260,13788,2015-08-04,ZTS,ZOETIS INC,0.007632,499964,0.007632,-0.002132
1261,15720,2015-08-04,EIX,EDISON INTERNATIONAL,-0.00798,325811,-0.00798,-0.002132
1262,57665,2015-08-04,NKE,NIKE INC,0.008186,677926,0.008186,-0.002132
1263,13788,2015-08-05,ZTS,ZOETIS INC,-0.004913,499964,-0.004913,0.003721
1264,15720,2015-08-05,EIX,EDISON INTERNATIONAL,0.003184,325811,0.003184,0.003721
1265,57665,2015-08-05,NKE,NIKE INC,0.008465,677926,0.008465,0.003721
1266,13788,2015-08-06,ZTS,ZOETIS INC,-0.006789,499964,-0.006789,-0.007522
1267,15720,2015-08-06,EIX,EDISON INTERNATIONAL,0.012362,325811,0.012362,-0.007522
1268,57665,2015-08-06,NKE,NIKE INC,-0.013961,677926,-0.013961,-0.007522
1269,13788,2015-08-07,ZTS,ZOETIS INC,0.000621,499964,0.000621,-0.003015
1270,15720,2015-08-07,EIX,EDISON INTERNATIONAL,0.006766,325811,0.006766,-0.003015
1271,57665,2015-08-07,NKE,NIKE INC,-0.005299,677926,-0.005299,-0.003015
1272,13788,2015-08-10,ZTS,ZOETIS INC,0.001656,499964,0.001656,0.012663
1273,15720,2015-08-10,EIX,EDISON INTERNATIONAL,-0.024094,325811,-0.024094,0.012663
1274,57665,2015-08-10,NKE,NIKE INC,0.007423,677926,0.007423,0.012663
1275,13788,2015-08-11,ZTS,ZOETIS INC,-0.002005,499964,-0.00372,-0.009151
1276,15720,2015-08-11,EIX,EDISON INTERNATIONAL,-0.00907,325811,-0.00907,-0.009151
1277,57665,2015-08-11,NKE,NIKE INC,-0.007802,677926,-0.007802,-0.009151
1278,13788,2015-08-12,ZTS,ZOETIS INC,-0.00726,499964,-0.00726,0.001134
1279,15720,2015-08-12,EIX,EDISON INTERNATIONAL,0.028644,325811,0.028644,0.001134
1280,57665,2015-08-12,NKE,NIKE INC,-0.012231,677926,-0.012231,0.001134
1281,13788,2015-08-13,ZTS,ZOETIS INC,-0.004179,499964,-0.004179,-0.00121
1282,15720,2015-08-13,EIX,EDISON INTERNATIONAL,-0.001648,325811,-0.001648,-0.00121
1283,57665,2015-08-13,NKE,NIKE INC,0.004776,677926,0.004776,-0.00121
1284,13788,2015-08-14,ZTS,ZOETIS INC,-0.003987,499964,-0.003987,0.003977
1285,15720,2015-08-14,EIX,EDISON INTERNATIONAL,0.009077,325811,0.009077,0.003977
1286,57665,2015-08-14,NKE,NIKE INC,0.00669,677926,0.00669,0.003977
1287,13788,2015-08-17,ZTS,ZOETIS INC,0.0257,499964,0.0257,0.005273
1288,15720,2015-08-17,EIX,EDISON INTERNATIONAL,0.009814,325811,0.009814,0.005273
1289,57665,2015-08-17,NKE,NIKE INC,0.005422,677926,0.005422,0.005273
1290,13788,2015-08-18,ZTS,ZOETIS INC,-0.019717,499964,-0.019717,-0.002599
1291,15720,2015-08-18,EIX,EDISON INTERNATIONAL,-0.00826,325811,-0.00826,-0.002599
1292,57665,2015-08-18,NKE,NIKE INC,-0.001392,677926,-0.001392,-0.002599
1293,13788,2015-08-19,ZTS,ZOETIS INC,0.003771,499964,0.003771,-0.008167
1294,15720,2015-08-19,EIX,EDISON INTERNATIONAL,0.011596,325811,0.011596,-0.008167
1295,57665,2015-08-19,NKE,NIKE INC,0.001219,677926,0.001219,-0.008167
1296,13788,2015-08-20,ZTS,ZOETIS INC,-0.031935,499964,-0.031935,-0.020957
1297,15720,2015-08-20,EIX,EDISON INTERNATIONAL,-0.003229,325811,-0.003229,-0.020957
1298,57665,2015-08-20,NKE,NIKE INC,-0.023138,677926,-0.023138,-0.020957
1299,13788,2015-08-21,ZTS,ZOETIS INC,-0.029323,499964,-0.029323,-0.03165
1300,15720,2015-08-21,EIX,EDISON INTERNATIONAL,0.006479,325811,0.006479,-0.03165
1301,57665,2015-08-21,NKE,NIKE INC,-0.048353,677926,-0.048353,-0.03165
1302,13788,2015-08-24,ZTS,ZOETIS INC,-0.033096,499964,-0.033096,-0.03937
1303,15720,2015-08-24,EIX,EDISON INTERNATIONAL,-0.039588,325811,-0.039588,-0.03937
1304,57665,2015-08-24,NKE,NIKE INC,-0.028071,677926,-0.028071,-0.03937
1305,13788,2015-08-25,ZTS,ZOETIS INC,-0.022283,499964,-0.022283,-0.013361
1306,15720,2015-08-25,EIX,EDISON INTERNATIONAL,-0.036696,325811,-0.036696,-0.013361
1307,57665,2015-08-25,NKE,NIKE INC,-0.003273,677926,-0.003273,-0.013361
1308,13788,2015-08-26,ZTS,ZOETIS INC,0.039709,499964,0.039709,0.039171
1309,15720,2015-08-26,EIX,EDISON INTERNATIONAL,0.021047,325811,0.021047,0.039171
1310,57665,2015-08-26,NKE,NIKE INC,0.050517,677926,0.050517,0.039171
1311,13788,2015-08-27,ZTS,ZOETIS INC,0.036384,499964,0.036384,0.024262
1312,15720,2015-08-27,EIX,EDISON INTERNATIONAL,0.019932,325811,0.019932,0.024262
1313,57665,2015-08-27,NKE,NIKE INC,0.035491,677926,0.035491,0.024262
1314,13788,2015-08-28,ZTS,ZOETIS INC,-0.001744,499964,-0.001744,0.000638
1315,15720,2015-08-28,EIX,EDISON INTERNATIONAL,-0.003842,325811,-0.003842,0.000638
1316,57665,2015-08-28,NKE,NIKE INC,-0.001066,677926,-0.001066,0.000638
1317,13788,2015-08-31,ZTS,ZOETIS INC,-0.019878,498944,-0.019878,-0.00832
1318,15720,2015-08-31,EIX,EDISON INTERNATIONAL,-0.01945,325811,-0.01945,-0.00832
1319,57665,2015-08-31,NKE,NIKE INC,-0.006667,677926,-0.006667,-0.00832
1320,13788,2015-09-01,ZTS,ZOETIS INC,-0.019835,498944,-0.019835,-0.029419
1321,15720,2015-09-01,EIX,EDISON INTERNATIONAL,-0.021717,325811,-0.021717,-0.029419
1322,57665,2015-09-01,NKE,NIKE INC,-0.027919,677926,-0.027919,-0.029419
1323,13788,2015-09-02,ZTS,ZOETIS INC,0.025921,498944,0.025921,0.018473
1324,15720,2015-09-02,EIX,EDISON INTERNATIONAL,0.005768,325811,0.005768,0.018473
1325,57665,2015-09-02,NKE,NIKE INC,0.019056,677926,0.019056,0.018473
1326,13788,2015-09-03,ZTS,ZOETIS INC,-0.013076,498944,-0.013076,0.001312
1327,15720,2015-09-03,EIX,EDISON INTERNATIONAL,0.001217,325811,0.001217,0.001312
1328,57665,2015-09-03,NKE,NIKE INC,0.003884,677926,0.001355,0.001312
1329,13788,2015-09-04,ZTS,ZOETIS INC,-0.011678,498944,-0.011678,-0.015208
1330,15720,2015-09-04,EIX,EDISON INTERNATIONAL,-0.009721,325811,-0.009721,-0.015208
1331,57665,2015-09-04,NKE,NIKE INC,-0.010465,677926,-0.010465,-0.015208
1332,13788,2015-09-08,ZTS,ZOETIS INC,0.019995,498944,0.019995,0.025442
1333,15720,2015-09-08,EIX,EDISON INTERNATIONAL,0.014373,325811,0.014373,0.025442
1334,57665,2015-09-08,NKE,NIKE INC,0.01878,677926,0.01878,0.025442
1335,13788,2015-09-09,ZTS,ZOETIS INC,-0.02094,498944,-0.02094,-0.013809
1336,15720,2015-09-09,EIX,EDISON INTERNATIONAL,-0.010022,325811,-0.010022,-0.013809
1337,57665,2015-09-09,NKE,NIKE INC,-0.016913,677926,-0.016913,-0.013809
1338,13788,2015-09-10,ZTS,ZOETIS INC,0.008874,498944,0.008874,0.005224
1339,15720,2015-09-10,EIX,EDISON INTERNATIONAL,-0.000873,325811,-0.000873,0.005224
1340,57665,2015-09-10,NKE,NIKE INC,0.004733,677926,0.004733,0.005224
1341,13788,2015-09-11,ZTS,ZOETIS INC,0.014885,498944,0.014885,0.00492
1342,15720,2015-09-11,EIX,EDISON INTERNATIONAL,0.01188,325811,0.01188,0.00492
1343,57665,2015-09-11,NKE,NIKE INC,0.013046,677926,0.013046,0.00492
1344,13788,2015-09-14,ZTS,ZOETIS INC,-0.011778,498944,-0.011778,-0.004017
1345,15720,2015-09-14,EIX,EDISON INTERNATIONAL,0.00518,325811,0.00518,-0.004017
1346,57665,2015-09-14,NKE,NIKE INC,0.000626,677926,0.000626,-0.004017
1347,13788,2015-09-15,ZTS,ZOETIS INC,0.013267,498944,0.013267,0.012701
1348,15720,2015-09-15,EIX,EDISON INTERNATIONAL,0.016146,325811,0.016146,0.012701
1349,57665,2015-09-15,NKE,NIKE INC,0.017428,677926,0.017428,0.012701
1350,13788,2015-09-16,ZTS,ZOETIS INC,-0.012206,498944,-0.012206,0.008801
1351,15720,2015-09-16,EIX,EDISON INTERNATIONAL,0.009297,325811,0.009297,0.008801
1352,57665,2015-09-16,NKE,NIKE INC,0.015285,677926,0.015285,0.008801
1353,13788,2015-09-17,ZTS,ZOETIS INC,0.0337,498944,0.0337,-0.002355
1354,15720,2015-09-17,EIX,EDISON INTERNATIONAL,0.023279,325811,0.023279,-0.002355
1355,57665,2015-09-17,NKE,NIKE INC,-0.002682,677926,-0.002682,-0.002355
1356,13788,2015-09-18,ZTS,ZOETIS INC,-0.019344,498944,-0.019344,-0.016077
1357,15720,2015-09-18,EIX,EDISON INTERNATIONAL,0.00311,325811,0.00311,-0.016077
1358,57665,2015-09-18,NKE,NIKE INC,-0.001909,677926,-0.001909,-0.016077
1359,13788,2015-09-21,ZTS,ZOETIS INC,-0.013741,498944,-0.013741,0.00461
1360,15720,2015-09-21,EIX,EDISON INTERNATIONAL,0.005221,325811,0.005221,0.00461
1361,57665,2015-09-21,NKE,NIKE INC,0.013125,677926,0.013125,0.00461
1362,13788,2015-09-22,ZTS,ZOETIS INC,-0.006067,498944,-0.006067,-0.01232
1363,15720,2015-09-22,EIX,EDISON INTERNATIONAL,-0.012336,325811,-0.012336,-0.01232
1364,57665,2015-09-22,NKE,NIKE INC,-0.005062,677926,-0.005062,-0.01232
1365,13788,2015-09-23,ZTS,ZOETIS INC,0.002035,498944,0.002035,-0.002029
1366,15720,2015-09-23,EIX,EDISON INTERNATIONAL,0.00378,325811,0.00378,-0.002029
1367,57665,2015-09-23,NKE,NIKE INC,-0.004656,677926,-0.004656,-0.002029
1368,13788,2015-09-24,ZTS,ZOETIS INC,-0.016471,498944,-0.016471,-0.003418
1369,15720,2015-09-24,EIX,EDISON INTERNATIONAL,0.011952,325811,0.011952,-0.003418
1370,57665,2015-09-24,NKE,NIKE INC,-0.005544,677926,-0.005544,-0.003418
1371,13788,2015-09-25,ZTS,ZOETIS INC,-0.024776,498944,-0.024776,-0.000514
1372,15720,2015-09-25,EIX,EDISON INTERNATIONAL,0.008413,325811,0.008413,-0.000514
1373,57665,2015-09-25,NKE,NIKE INC,0.088945,677926,0.088945,-0.000514
1374,13788,2015-09-28,ZTS,ZOETIS INC,-0.059986,498944,-0.059986,-0.025485
1375,15720,2015-09-28,EIX,EDISON INTERNATIONAL,-0.004532,325811,-0.011231,-0.025485
1376,57665,2015-09-28,NKE,NIKE INC,-0.02288,677926,-0.02288,-0.025485
1377,13788,2015-09-29,ZTS,ZOETIS INC,-0.007758,498944,-0.007758,0.001182
1378,15720,2015-09-29,EIX,EDISON INTERNATIONAL,0.002596,325811,0.002596,0.001182
1379,57665,2015-09-29,NKE,NIKE INC,-0.020223,677926,-0.020223,0.001182
1380,13788,2015-09-30,ZTS,ZOETIS INC,0.038588,498944,0.038588,0.019174
1381,15720,2015-09-30,EIX,EDISON INTERNATIONAL,0.020715,325811,0.020715,0.019174
1382,57665,2015-09-30,NKE,NIKE INC,0.027576,677926,0.027576,0.019174
1383,13788,2015-10-01,ZTS,ZOETIS INC,0.002671,498944,0.002671,0.002083
1384,15720,2015-10-01,EIX,EDISON INTERNATIONAL,-0.014111,325811,-0.014111,0.002083
1385,57665,2015-10-01,NKE,NIKE INC,0.006994,677926,0.006994,0.002083
1386,13788,2015-10-02,ZTS,ZOETIS INC,0.041899,498944,0.041899,0.014535
1387,15720,2015-10-02,EIX,EDISON INTERNATIONAL,0.015117,325811,0.015117,0.014535
1388,57665,2015-10-02,NKE,NIKE INC,0.011144,677926,0.011144,0.014535
1389,13788,2015-10-05,ZTS,ZOETIS INC,-0.003952,498944,-0.003952,0.018311
1390,15720,2015-10-05,EIX,EDISON INTERNATIONAL,0.008872,325811,0.008872,0.018311
1391,57665,2015-10-05,NKE,NIKE INC,-0.007507,677926,-0.007507,0.018311
1392,13788,2015-10-06,ZTS,ZOETIS INC,-0.034072,498944,-0.034072,-0.003619
1393,15720,2015-10-06,EIX,EDISON INTERNATIONAL,-0.01005,325811,-0.01005,-0.003619
1394,57665,2015-10-06,NKE,NIKE INC,-0.008691,677926,-0.008691,-0.003619
1395,13788,2015-10-07,ZTS,ZOETIS INC,0.030925,498944,0.030925,0.008414
1396,15720,2015-10-07,EIX,EDISON INTERNATIONAL,-0.001586,325811,-0.001586,0.008414
1397,57665,2015-10-07,NKE,NIKE INC,-0.008848,677926,-0.008848,0.008414
1398,13788,2015-10-08,ZTS,ZOETIS INC,0.01289,498944,0.01289,0.008755
1399,15720,2015-10-08,EIX,EDISON INTERNATIONAL,0.012393,325811,0.012393,0.008755
1400,57665,2015-10-08,NKE,NIKE INC,0.023014,677926,0.023014,0.008755
1401,13788,2015-10-09,ZTS,ZOETIS INC,-0.009718,498944,-0.009718,0.000816
1402,15720,2015-10-09,EIX,EDISON INTERNATIONAL,-0.009102,325811,-0.009102,0.000816
1403,57665,2015-10-09,NKE,NIKE INC,0.00024,677926,0.00024,0.000816
1404,13788,2015-10-12,ZTS,ZOETIS INC,-0.002103,498944,-0.002103,0.001287
1405,15720,2015-10-12,EIX,EDISON INTERNATIONAL,0.007127,325811,0.007127,0.001287
1406,57665,2015-10-12,NKE,NIKE INC,0.011926,677926,0.011926,0.001287
1407,13788,2015-10-13,ZTS,ZOETIS INC,-0.009131,498944,-0.009131,-0.006699
1408,15720,2015-10-13,EIX,EDISON INTERNATIONAL,-0.000472,325811,-0.000472,-0.006699
1409,57665,2015-10-13,NKE,NIKE INC,-0.004904,677926,-0.004904,-0.006699
1410,13788,2015-10-14,ZTS,ZOETIS INC,0.001418,498944,0.001418,-0.005229
1411,15720,2015-10-14,EIX,EDISON INTERNATIONAL,0.004091,325811,0.004091,-0.005229
1412,57665,2015-10-14,NKE,NIKE INC,0.000238,677926,0.000238,-0.005229
1413,13788,2015-10-15,ZTS,ZOETIS INC,0.01463,498944,0.01463,0.014745
1414,15720,2015-10-15,EIX,EDISON INTERNATIONAL,0.009558,325811,0.009558,0.014745
1415,57665,2015-10-15,NKE,NIKE INC,0.023442,677926,0.023442,0.014745
1416,13788,2015-10-16,ZTS,ZOETIS INC,0.021628,498944,0.021628,0.004642
1417,15720,2015-10-16,EIX,EDISON INTERNATIONAL,-0.002328,325811,-0.002328,0.004642
1418,57665,2015-10-16,NKE,NIKE INC,0.013045,677926,0.013045,0.004642
1419,13788,2015-10-19,ZTS,ZOETIS INC,-0.003415,498944,-0.003415,0.000199
1420,15720,2015-10-19,EIX,EDISON INTERNATIONAL,0.01089,325811,0.01089,0.000199
1421,57665,2015-10-19,NKE,NIKE INC,0.021001,677926,0.021001,0.000199
1422,13788,2015-10-20,ZTS,ZOETIS INC,-0.015761,498944,-0.015761,-0.001495
1423,15720,2015-10-20,EIX,EDISON INTERNATIONAL,0.007233,325811,0.007233,-0.001495
1424,57665,2015-10-20,NKE,NIKE INC,-0.006306,677926,-0.006306,-0.001495
1425,13788,2015-10-21,ZTS,ZOETIS INC,-0.033186,498944,-0.033186,-0.005683
1426,15720,2015-10-21,EIX,EDISON INTERNATIONAL,-0.00657,325811,-0.00657,-0.005683
1427,57665,2015-10-21,NKE,NIKE INC,0.000756,677926,0.000756,-0.005683
1428,13788,2015-10-22,ZTS,ZOETIS INC,-0.020643,498944,-0.020643,0.016549
1429,15720,2015-10-22,EIX,EDISON INTERNATIONAL,0.016456,325811,0.016456,0.016549
1430,57665,2015-10-22,NKE,NIKE INC,-0.000453,677926,-0.000453,0.016549
1431,13788,2015-10-23,ZTS,ZOETIS INC,0.042647,498944,0.042647,0.010928
1432,15720,2015-10-23,EIX,EDISON INTERNATIONAL,-0.023301,325811,-0.023301,0.010928
1433,57665,2015-10-23,NKE,NIKE INC,-0.014198,677926,-0.014198,0.010928
1434,13788,2015-10-26,ZTS,ZOETIS INC,-0.004466,498944,-0.004466,-0.001801
1435,15720,2015-10-26,EIX,EDISON INTERNATIONAL,0.007746,325811,0.007746,-0.001801
1436,57665,2015-10-26,NKE,NIKE INC,0.006512,677926,0.006512,-0.001801
1437,13788,2015-10-27,ZTS,ZOETIS INC,0.009209,498944,0.009209,-0.002522
1438,15720,2015-10-27,EIX,EDISON INTERNATIONAL,-0.0103,325811,-0.0103,-0.002522
1439,57665,2015-10-27,NKE,NIKE INC,-0.004262,677926,-0.004262,-0.002522
1440,13788,2015-10-28,ZTS,ZOETIS INC,0.014038,498944,0.014038,0.011774
1441,15720,2015-10-28,EIX,EDISON INTERNATIONAL,-0.048928,325811,-0.048928,0.011774
1442,57665,2015-10-28,NKE,NIKE INC,0.003593,677926,0.003593,0.011774
1443,13788,2015-10-29,ZTS,ZOETIS INC,0.004845,498944,0.004845,-0.00033
1444,15720,2015-10-29,EIX,EDISON INTERNATIONAL,-0.009636,325811,-0.009636,-0.00033
1445,57665,2015-10-29,NKE,NIKE INC,-0.001295,677926,-0.001295,-0.00033
1446,13788,2015-10-30,ZTS,ZOETIS INC,-0.0124,498944,-0.0124,-0.004718
1447,15720,2015-10-30,EIX,EDISON INTERNATIONAL,-0.001979,325811,-0.001979,-0.004718
1448,57665,2015-10-30,NKE,NIKE INC,-0.000686,674736,-0.000686,-0.004718
1449,13788,2015-11-02,ZTS,ZOETIS INC,0.028598,498944,0.028598,0.011687
1450,15720,2015-11-02,EIX,EDISON INTERNATIONAL,0.006114,325811,0.006114,0.011687
1451,57665,2015-11-02,NKE,NIKE INC,0.001221,674736,0.001221,0.011687
1452,13788,2015-11-03,ZTS,ZOETIS INC,0.0559,498944,0.054023,0.002679
1453,15720,2015-11-03,EIX,EDISON INTERNATIONAL,-0.004434,325811,-0.004434,0.002679
1454,57665,2015-11-03,NKE,NIKE INC,0.001601,674736,0.001601,0.002679
1455,13788,2015-11-04,ZTS,ZOETIS INC,-0.001716,498944,-0.001716,-0.00309
1456,15720,2015-11-04,EIX,EDISON INTERNATIONAL,0.003134,325811,0.003134,-0.00309
1457,57665,2015-11-04,NKE,NIKE INC,-0.007915,674736,-0.007915,-0.00309
