,PERMNO,date,TICKER,COMNAM,stock_return,SHROUT,RETX,market_return
3651,13788,2018-10-02,ZTS,ZOETIS INC,0.001855,481824,0.001855,-0.000503
3652,15720,2018-10-02,EIX,EDISON INTERNATIONAL,0.01732,325811,0.01732,-0.000503
3653,57665,2018-10-02,NKE,NIKE INC,-0.02001,1280489,-0.02001,-0.000503
3654,13788,2018-10-03,ZTS,ZOETIS INC,0.018512,481824,0.018512,0.000547
3655,15720,2018-10-03,EIX,EDISON INTERNATIONAL,-0.004074,325811,-0.004074,0.000547
3656,57665,2018-10-03,NKE,NIKE INC,-0.003262,1280489,-0.003262,0.000547
3657,13788,2018-10-04,ZTS,ZOETIS INC,-0.026302,481824,-0.026302,-0.008027
3658,15720,2018-10-04,EIX,EDISON INTERNATIONAL,0.003653,325811,0.003653,-0.008027
3659,57665,2018-10-04,NKE,NIKE INC,-0.028121,1280489,-0.028121,-0.008027
3660,13788,2018-10-05,ZTS,ZOETIS INC,0.009663,481824,0.009663,-0.005596
3661,15720,2018-10-05,EIX,EDISON INTERNATIONAL,0.00888,325811,0.00888,-0.005596
3662,57665,2018-10-05,NKE,NIKE INC,-0.000748,1280489,-0.000748,-0.005596
3663,13788,2018-10-08,ZTS,ZOETIS INC,-0.00522,481824,-0.00522,-0.000374
3664,15720,2018-10-08,EIX,EDISON INTERNATIONAL,0.009091,325811,0.009091,-0.000374
3665,57665,2018-10-08,NKE,NIKE INC,0.001373,1280489,0.001373,-0.000374
3666,13788,2018-10-09,ZTS,ZOETIS INC,0.011807,481824,0.011807,-0.001132
3667,15720,2018-10-09,EIX,EDISON INTERNATIONAL,0.007436,325811,0.007436,-0.001132
3668,57665,2018-10-09,NKE,NIKE INC,0.002368,1280489,0.002368,-0.001132
3669,13788,2018-10-10,ZTS,ZOETIS INC,-0.031551,481824,-0.031551,-0.03281
3670,15720,2018-10-10,EIX,EDISON INTERNATIONAL,-0.005252,325811,-0.005252,-0.03281
3671,57665,2018-10-10,NKE,NIKE INC,-0.068142,1280489,-0.068142,-0.03281
3672,13788,2018-10-11,ZTS,ZOETIS INC,-0.029343,481824,-0.029343,-0.020415
3673,15720,2018-10-11,EIX,EDISON INTERNATIONAL,-0.02383,325811,-0.02383,-0.020415
3674,57665,2018-10-11,NKE,NIKE INC,-0.005738,1280489,-0.005738,-0.020415
3675,13788,2018-10-12,ZTS,ZOETIS INC,0.021839,481824,0.021839,0.014451
3676,15720,2018-10-12,EIX,EDISON INTERNATIONAL,0.003508,325811,0.003508,0.014451
3677,57665,2018-10-12,NKE,NIKE INC,0.018789,1280489,0.018789,0.014451
3678,13788,2018-10-15,ZTS,ZOETIS INC,0.013273,481824,0.013273,-0.005826
3679,15720,2018-10-15,EIX,EDISON INTERNATIONAL,0.00335,325811,0.00335,-0.005826
3680,57665,2018-10-15,NKE,NIKE INC,-0.01212,1280489,-0.01212,-0.005826
3681,13788,2018-10-16,ZTS,ZOETIS INC,0.019205,481824,0.019205,0.021537
3682,15720,2018-10-16,EIX,EDISON INTERNATIONAL,0.009437,325811,0.009437,0.021537
3683,57665,2018-10-16,NKE,NIKE INC,0.033204,1280489,0.033204,0.021537
3684,13788,2018-10-17,ZTS,ZOETIS INC,0.010674,481824,0.010674,-0.000107
3685,15720,2018-10-17,EIX,EDISON INTERNATIONAL,0.000719,325811,0.000719,-0.000107
3686,57665,2018-10-17,NKE,NIKE INC,-0.012907,1280489,-0.012907,-0.000107
3687,13788,2018-10-18,ZTS,ZOETIS INC,-0.010346,481824,-0.010346,-0.014414
3688,15720,2018-10-18,EIX,EDISON INTERNATIONAL,-0.000575,325811,-0.000575,-0.014414
3689,57665,2018-10-18,NKE,NIKE INC,-0.011506,1280489,-0.011506,-0.014414
3690,13788,2018-10-19,ZTS,ZOETIS INC,-0.00392,481824,-0.00392,-0.000223
3691,15720,2018-10-19,EIX,EDISON INTERNATIONAL,0.011073,325811,0.011073,-0.000223
3692,57665,2018-10-19,NKE,NIKE INC,-0.018386,1280489,-0.018386,-0.000223
3693,13788,2018-10-22,ZTS,ZOETIS INC,0.01454,481824,0.01454,-0.004162
3694,15720,2018-10-22,EIX,EDISON INTERNATIONAL,-0.0064,325811,-0.0064,-0.004162
3695,57665,2018-10-22,NKE,NIKE INC,0.009298,1280489,0.009298,-0.004162
3696,13788,2018-10-23,ZTS,ZOETIS INC,-0.014332,481824,-0.014332,-0.005335
3697,15720,2018-10-23,EIX,EDISON INTERNATIONAL,-0.004437,325811,-0.004437,-0.005335
3698,57665,2018-10-23,NKE,NIKE INC,-0.020694,1280489,-0.020694,-0.005335
3699,13788,2018-10-24,ZTS,ZOETIS INC,-0.029518,481824,-0.029518,-0.030793
3700,15720,2018-10-24,EIX,EDISON INTERNATIONAL,0.014234,325811,0.014234,-0.030793
3701,57665,2018-10-24,NKE,NIKE INC,-0.016769,1280489,-0.016769,-0.030793
3702,13788,2018-10-25,ZTS,ZOETIS INC,0.019151,481824,0.019151,0.018863
3703,15720,2018-10-25,EIX,EDISON INTERNATIONAL,-0.01531,325811,-0.01531,0.018863
3704,57665,2018-10-25,NKE,NIKE INC,0.013588,1280489,0.013588,0.018863
3705,13788,2018-10-26,ZTS,ZOETIS INC,-0.017907,481824,-0.017907,-0.017528
3706,15720,2018-10-26,EIX,EDISON INTERNATIONAL,-0.018572,325811,-0.018572,-0.017528
3707,57665,2018-10-26,NKE,NIKE INC,-0.01409,1280489,-0.01409,-0.017528
3708,13788,2018-10-29,ZTS,ZOETIS INC,0.009004,481824,0.009004,-0.006758
3709,15720,2018-10-29,EIX,EDISON INTERNATIONAL,0.013789,325811,0.013789,-0.006758
3710,57665,2018-10-29,NKE,NIKE INC,0.001665,1280489,0.001665,-0.006758
3711,13788,2018-10-30,ZTS,ZOETIS INC,0.005912,481824,0.005912,0.015768
3712,15720,2018-10-30,EIX,EDISON INTERNATIONAL,0.006077,325811,0.006077,0.015768
3713,57665,2018-10-30,NKE,NIKE INC,0.032137,1280489,0.032137,0.015768
3714,13788,2018-10-31,ZTS,ZOETIS INC,-0.000333,481824,-0.000333,0.010898
3715,15720,2018-10-31,EIX,EDISON INTERNATIONAL,-0.002014,325811,-0.002014,0.010898
3716,57665,2018-10-31,NKE,NIKE INC,0.007113,1273067,0.007113,0.010898
3717,13788,2018-11-01,ZTS,ZOETIS INC,0.04548,481824,0.04548,0.010772
3718,15720,2018-11-01,EIX,EDISON INTERNATIONAL,-0.017294,325811,-0.017294,0.010772
3719,57665,2018-11-01,NKE,NIKE INC,0.023321,1273067,0.023321,0.010772
3720,13788,2018-11-02,ZTS,ZOETIS INC,-0.015703,481824,-0.015703,-0.006303
3721,15720,2018-11-02,EIX,EDISON INTERNATIONAL,-0.004546,325811,-0.004546,-0.006303
3722,57665,2018-11-02,NKE,NIKE INC,-0.002735,1273067,-0.002735,-0.006303
3723,13788,2018-11-05,ZTS,ZOETIS INC,-0.000539,481824,-0.000539,0.005278
3724,15720,2018-11-05,EIX,EDISON INTERNATIONAL,0.012964,325811,0.012964,0.005278
3725,57665,2018-11-05,NKE,NIKE INC,0.012405,1273067,0.012405,0.005278
3726,13788,2018-11-06,ZTS,ZOETIS INC,0.000431,481824,0.000431,0.006261
3727,15720,2018-11-06,EIX,EDISON INTERNATIONAL,0.002618,325811,0.002618,0.006261
3728,57665,2018-11-06,NKE,NIKE INC,-0.012382,1273067,-0.012382,0.006261
3729,13788,2018-11-07,ZTS,ZOETIS INC,0.026197,481824,0.026197,0.021376
3730,15720,2018-11-07,EIX,EDISON INTERNATIONAL,0.011024,325811,0.011024,0.021376
3731,57665,2018-11-07,NKE,NIKE INC,0.018284,1273067,0.018284,0.021376
3732,13788,2018-11-08,ZTS,ZOETIS INC,-0.003047,481824,-0.003047,-0.001915
3733,15720,2018-11-08,EIX,EDISON INTERNATIONAL,-0.004161,325811,-0.004161,-0.001915
3734,57665,2018-11-08,NKE,NIKE INC,-0.002437,1273067,-0.002437,-0.001915
3735,13788,2018-11-09,ZTS,ZOETIS INC,0.003899,481824,0.003899,-0.008872
3736,15720,2018-11-09,EIX,EDISON INTERNATIONAL,-0.121164,325811,-0.121164,-0.008872
3737,57665,2018-11-09,NKE,NIKE INC,-0.018257,1273067,-0.018257,-0.008872
3738,13788,2018-11-12,ZTS,ZOETIS INC,-0.008817,481824,-0.008817,-0.01973
3739,15720,2018-11-12,EIX,EDISON INTERNATIONAL,-0.121967,325811,-0.121967,-0.01973
3740,57665,2018-11-12,NKE,NIKE INC,-0.016501,1273067,-0.016501,-0.01973
3741,13788,2018-11-13,ZTS,ZOETIS INC,-0.002753,481824,-0.002753,-0.001557
3742,15720,2018-11-13,EIX,EDISON INTERNATIONAL,0.036968,325811,0.036968,-0.001557
3743,57665,2018-11-13,NKE,NIKE INC,0.001332,1273067,0.001332,-0.001557
3744,13788,2018-11-14,ZTS,ZOETIS INC,-0.017946,481824,-0.017946,-0.007426
3745,15720,2018-11-14,EIX,EDISON INTERNATIONAL,-0.030068,325811,-0.030068,-0.007426
3746,57665,2018-11-14,NKE,NIKE INC,0.0,1273067,0.0,-0.007426
3747,13788,2018-11-15,ZTS,ZOETIS INC,-0.009299,481824,-0.009299,0.010784
3748,15720,2018-11-15,EIX,EDISON INTERNATIONAL,-0.124002,325811,-0.124002,0.010784
3749,57665,2018-11-15,NKE,NIKE INC,-0.011569,1273067,-0.011569,0.010784
3750,13788,2018-11-16,ZTS,ZOETIS INC,0.007094,481824,0.007094,0.002068
3751,15720,2018-11-16,EIX,EDISON INTERNATIONAL,0.153846,325811,0.153846,0.002068
3752,57665,2018-11-16,NKE,NIKE INC,0.005516,1273067,0.005516,0.002068
3753,13788,2018-11-19,ZTS,ZOETIS INC,-0.022152,481824,-0.023518,-0.016794
3754,15720,2018-11-19,EIX,EDISON INTERNATIONAL,-0.009917,325811,-0.009917,-0.016794
3755,57665,2018-11-19,NKE,NIKE INC,-0.029703,1273067,-0.029703,-0.016794
3756,13788,2018-11-20,ZTS,ZOETIS INC,-0.018757,481824,-0.018757,-0.017964
3757,15720,2018-11-20,EIX,EDISON INTERNATIONAL,-0.020961,325811,-0.020961,-0.017964
3758,57665,2018-11-20,NKE,NIKE INC,-0.019305,1273067,-0.019305,-0.017964
3759,13788,2018-11-21,ZTS,ZOETIS INC,0.003054,481824,0.003054,0.00322
3760,15720,2018-11-21,EIX,EDISON INTERNATIONAL,0.015347,325811,0.015347,0.00322
3761,57665,2018-11-21,NKE,NIKE INC,0.017576,1273067,0.017576,0.00322
3762,13788,2018-11-23,ZTS,ZOETIS INC,0.006315,481824,0.006315,-0.006254
3763,15720,2018-11-23,EIX,EDISON INTERNATIONAL,-0.006344,325811,-0.006344,-0.006254
3764,57665,2018-11-23,NKE,NIKE INC,-0.01216,1273067,-0.01216,-0.006254
3765,13788,2018-11-26,ZTS,ZOETIS INC,0.003138,481824,0.003138,0.015662
3766,15720,2018-11-26,EIX,EDISON INTERNATIONAL,0.013897,325811,0.013897,0.015662
3767,57665,2018-11-26,NKE,NIKE INC,0.017065,1273067,0.017065,0.015662
3768,13788,2018-11-27,ZTS,ZOETIS INC,0.007596,481824,0.007596,0.003142
3769,15720,2018-11-27,EIX,EDISON INTERNATIONAL,0.024449,325811,0.024449,0.003142
3770,57665,2018-11-27,NKE,NIKE INC,-0.008527,1273067,-0.008527,0.003142
3771,13788,2018-11-28,ZTS,ZOETIS INC,0.028825,481824,0.028825,0.023219
3772,15720,2018-11-28,EIX,EDISON INTERNATIONAL,-0.009944,325811,-0.009944,0.023219
3773,57665,2018-11-28,NKE,NIKE INC,0.03565,1273067,0.03565,0.023219
3774,13788,2018-11-29,ZTS,ZOETIS INC,-0.000323,481824,-0.000323,-0.002023
3775,15720,2018-11-29,EIX,EDISON INTERNATIONAL,-0.00073,325811,-0.00073,-0.002023
3776,57665,2018-11-29,NKE,NIKE INC,-0.004286,1273067,-0.004286,-0.002023
3777,13788,2018-11-30,ZTS,ZOETIS INC,0.011857,480451,0.011857,0.008354
3778,15720,2018-11-30,EIX,EDISON INTERNATIONAL,0.010965,325811,0.010965,0.008354
3779,57665,2018-11-30,NKE,NIKE INC,0.013452,1273067,0.010492,0.008354
3780,13788,2018-12-03,ZTS,ZOETIS INC,-0.003196,480451,-0.003196,0.011168
3781,15720,2018-12-03,EIX,EDISON INTERNATIONAL,0.030369,325811,0.030369,0.011168
3782,57665,2018-12-03,NKE,NIKE INC,0.03754,1273067,0.03754,0.011168
3783,13788,2018-12-04,ZTS,ZOETIS INC,-0.032062,480451,-0.032062,-0.032406
3784,15720,2018-12-04,EIX,EDISON INTERNATIONAL,0.012807,325811,0.012807,-0.032406
3785,57665,2018-12-04,NKE,NIKE INC,-0.027585,1273067,-0.027585,-0.032406
3786,13788,2018-12-06,ZTS,ZOETIS INC,-0.001767,480451,-0.001767,-0.001166
3787,15720,2018-12-06,EIX,EDISON INTERNATIONAL,-0.003291,325811,-0.003291,-0.001166
3788,57665,2018-12-06,NKE,NIKE INC,-0.003299,1273067,-0.003299,-0.001166
3789,13788,2018-12-07,ZTS,ZOETIS INC,-0.025661,480451,-0.025661,-0.023289
3790,15720,2018-12-07,EIX,EDISON INTERNATIONAL,0.016858,325811,0.016858,-0.023289
3791,57665,2018-12-07,NKE,NIKE INC,-0.029124,1273067,-0.029124,-0.023289
3792,13788,2018-12-10,ZTS,ZOETIS INC,0.009422,480451,0.009422,0.001836
3793,15720,2018-12-10,EIX,EDISON INTERNATIONAL,0.00564,325811,0.00564,0.001836
3794,57665,2018-12-10,NKE,NIKE INC,-0.011317,1273067,-0.011317,0.001836
3795,13788,2018-12-11,ZTS,ZOETIS INC,0.009897,480451,0.009897,-0.000315
3796,15720,2018-12-11,EIX,EDISON INTERNATIONAL,0.00085,325811,0.00085,-0.000315
3797,57665,2018-12-11,NKE,NIKE INC,0.014619,1273067,0.014619,-0.000315
3798,13788,2018-12-12,ZTS,ZOETIS INC,0.010356,480451,0.010356,0.005438
3799,15720,2018-12-12,EIX,EDISON INTERNATIONAL,0.011038,325811,0.011038,0.005438
3800,57665,2018-12-12,NKE,NIKE INC,0.010194,1273067,0.010194,0.005438
3801,13788,2018-12-13,ZTS,ZOETIS INC,0.002315,480451,0.002315,-0.000162
3802,15720,2018-12-13,EIX,EDISON INTERNATIONAL,-0.000168,325811,-0.000168,-0.000162
3803,57665,2018-12-13,NKE,NIKE INC,-0.018703,1273067,-0.018703,-0.000162
3804,13788,2018-12-14,ZTS,ZOETIS INC,-0.027381,480451,-0.027381,-0.018966
3805,15720,2018-12-14,EIX,EDISON INTERNATIONAL,0.001848,325811,0.001848,-0.018966
3806,57665,2018-12-14,NKE,NIKE INC,-0.005485,1273067,-0.005485,-0.018966
3807,13788,2018-12-17,ZTS,ZOETIS INC,-0.039683,480451,-0.039683,-0.020806
3808,15720,2018-12-17,EIX,EDISON INTERNATIONAL,-0.024313,325811,-0.024313,-0.020806
3809,57665,2018-12-17,NKE,NIKE INC,-0.036261,1273067,-0.036261,-0.020806
3810,13788,2018-12-18,ZTS,ZOETIS INC,0.000589,480451,0.000589,0.000361
3811,15720,2018-12-18,EIX,EDISON INTERNATIONAL,-0.01203,325811,-0.01203,0.000361
3812,57665,2018-12-18,NKE,NIKE INC,0.017883,1273067,0.017883,0.000361
3813,13788,2018-12-19,ZTS,ZOETIS INC,-0.018237,480451,-0.018237,-0.015413
3814,15720,2018-12-19,EIX,EDISON INTERNATIONAL,0.016177,325811,0.016177,-0.015413
3815,57665,2018-12-19,NKE,NIKE INC,-0.030639,1273067,-0.030639,-0.015413
3816,13788,2018-12-20,ZTS,ZOETIS INC,-0.012224,480451,-0.012224,-0.015962
3817,15720,2018-12-20,EIX,EDISON INTERNATIONAL,-0.002739,325811,-0.002739,-0.015962
3818,57665,2018-12-20,NKE,NIKE INC,-0.020879,1273067,-0.020879,-0.015962
3819,13788,2018-12-21,ZTS,ZOETIS INC,-0.008978,480451,-0.008978,-0.020924
3820,15720,2018-12-21,EIX,EDISON INTERNATIONAL,-0.035702,325811,-0.035702,-0.020924
3821,57665,2018-12-21,NKE,NIKE INC,0.071672,1273067,0.071672,-0.020924
3822,13788,2018-12-24,ZTS,ZOETIS INC,-0.029383,480451,-0.029383,-0.026912
3823,15720,2018-12-24,EIX,EDISON INTERNATIONAL,-0.03293,325811,-0.03293,-0.026912
3824,57665,2018-12-24,NKE,NIKE INC,-0.059002,1273067,-0.059002,-0.026912
3825,13788,2018-12-26,ZTS,ZOETIS INC,0.045913,480451,0.045913,0.049762
3826,15720,2018-12-26,EIX,EDISON INTERNATIONAL,0.034419,325811,0.034419,0.049762
3827,57665,2018-12-26,NKE,NIKE INC,0.0721,1273067,0.0721,0.049762
3828,13788,2018-12-27,ZTS,ZOETIS INC,0.017004,480451,0.017004,0.008541
3829,15720,2018-12-27,EIX,EDISON INTERNATIONAL,0.014235,325811,0.014235,0.008541
3830,57665,2018-12-27,NKE,NIKE INC,0.00904,1273067,0.00904,0.008541
3831,13788,2018-12-28,ZTS,ZOETIS INC,0.001897,480451,0.001897,-0.00105
3832,15720,2018-12-28,EIX,EDISON INTERNATIONAL,0.014781,325811,0.004035,-0.00105
3833,57665,2018-12-28,NKE,NIKE INC,-0.004479,1273067,-0.004479,-0.00105
3834,13788,2018-12-31,ZTS,ZOETIS INC,0.012428,480451,0.012428,0.008649
3835,15720,2018-12-31,EIX,EDISON INTERNATIONAL,-0.008038,325811,-0.008038,0.008649
3836,57665,2018-12-31,NKE,NIKE INC,0.010908,1273067,0.010908,0.008649
3837,13788,2019-01-02,ZTS,ZOETIS INC,-0.012392,480451,-0.012392,0.001449
3838,15720,2019-01-02,EIX,EDISON INTERNATIONAL,-0.000352,325811,-0.000352,0.001449
3839,57665,2019-01-02,NKE,NIKE INC,-0.001079,1273067,-0.001079,0.001449
3840,13788,2019-01-03,ZTS,ZOETIS INC,-0.034564,480451,-0.034564,-0.024185
3841,15720,2019-01-03,EIX,EDISON INTERNATIONAL,0.001586,325811,0.001586,-0.024185
3842,57665,2019-01-03,NKE,NIKE INC,-0.017688,1273067,-0.017688,-0.024185
3843,13788,2019-01-04,ZTS,ZOETIS INC,0.039235,480451,0.039235,0.034411
3844,15720,2019-01-04,EIX,EDISON INTERNATIONAL,0.027797,325811,0.027797,0.034411
3845,57665,2019-01-04,NKE,NIKE INC,0.026117,1273067,0.026117,0.034411
3846,13788,2019-01-07,ZTS,ZOETIS INC,0.006017,480451,0.006017,0.007184
3847,15720,2019-01-07,EIX,EDISON INTERNATIONAL,-0.018487,325811,-0.018487,0.007184
3848,57665,2019-01-07,NKE,NIKE INC,0.014334,1273067,0.014334,0.007184
3849,13788,2019-01-08,ZTS,ZOETIS INC,0.014894,480451,0.014894,0.009812
3850,15720,2019-01-08,EIX,EDISON INTERNATIONAL,0.005581,325811,0.005581,0.009812
3851,57665,2019-01-08,NKE,NIKE INC,0.013339,1273067,0.013339,0.009812
3852,13788,2019-01-09,ZTS,ZOETIS INC,-0.003582,480451,-0.003582,0.004378
3853,15720,2019-01-09,EIX,EDISON INTERNATIONAL,0.012834,325811,0.012834,0.004378
3854,57665,2019-01-09,NKE,NIKE INC,-0.001825,1273067,-0.001825,0.004378
3855,13788,2019-01-10,ZTS,ZOETIS INC,-0.003827,480451,-0.003827,0.004437
3856,15720,2019-01-10,EIX,EDISON INTERNATIONAL,0.016096,325811,0.016096,0.004437
3857,57665,2019-01-10,NKE,NIKE INC,-0.00222,1273067,-0.00222,0.004437
3858,13788,2019-01-11,ZTS,ZOETIS INC,0.001863,480451,0.001863,-0.000186
3859,15720,2019-01-11,EIX,EDISON INTERNATIONAL,-0.000337,325811,-0.000337,-0.000186
3860,57665,2019-01-11,NKE,NIKE INC,-0.004972,1273067,-0.004972,-0.000186
3861,13788,2019-01-14,ZTS,ZOETIS INC,-0.018127,480451,-0.018127,-0.005098
3862,15720,2019-01-14,EIX,EDISON INTERNATIONAL,-0.019724,325811,-0.019724,-0.005098
3863,57665,2019-01-14,NKE,NIKE INC,0.000657,1273067,0.000657,-0.005098
3864,13788,2019-01-15,ZTS,ZOETIS INC,0.003669,480451,0.003669,0.010897
3865,15720,2019-01-15,EIX,EDISON INTERNATIONAL,-0.05331,325811,-0.05331,0.010897
3866,57665,2019-01-15,NKE,NIKE INC,0.023525,1273067,0.023525,0.010897
3867,13788,2019-01-16,ZTS,ZOETIS INC,-0.018866,480451,-0.018866,0.002342
3868,15720,2019-01-16,EIX,EDISON INTERNATIONAL,-0.015804,325811,-0.015804,0.002342
3869,57665,2019-01-16,NKE,NIKE INC,-0.002568,1273067,-0.002568,0.002342
3870,13788,2019-01-17,ZTS,ZOETIS INC,0.014469,480451,0.012499,0.007688
3871,15720,2019-01-17,EIX,EDISON INTERNATIONAL,-0.012366,325811,-0.012366,0.007688
3872,57665,2019-01-17,NKE,NIKE INC,0.018666,1273067,0.018666,0.007688
3873,13788,2019-01-18,ZTS,ZOETIS INC,0.004036,480451,0.004036,0.013054
3874,15720,2019-01-18,EIX,EDISON INTERNATIONAL,0.025603,325811,0.025603,0.013054
3875,57665,2019-01-18,NKE,NIKE INC,0.016681,1273067,0.016681,0.013054
3876,13788,2019-01-22,ZTS,ZOETIS INC,-0.005911,480451,-0.005911,-0.014128
3877,15720,2019-01-22,EIX,EDISON INTERNATIONAL,-0.012208,325811,-0.012208,-0.014128
3878,57665,2019-01-22,NKE,NIKE INC,0.003729,1273067,0.003729,-0.014128
3879,13788,2019-01-23,ZTS,ZOETIS INC,-0.004757,480451,-0.004757,0.00224
3880,15720,2019-01-23,EIX,EDISON INTERNATIONAL,0.013282,325811,0.013282,0.00224
3881,57665,2019-01-23,NKE,NIKE INC,-0.003096,1273067,-0.003096,0.00224
3882,13788,2019-01-24,ZTS,ZOETIS INC,-0.000358,480451,-0.000358,0.001365
3883,15720,2019-01-24,EIX,EDISON INTERNATIONAL,0.003823,325811,0.003823,0.001365
3884,57665,2019-01-24,NKE,NIKE INC,-0.000745,1273067,-0.000745,0.001365
3885,13788,2019-01-25,ZTS,ZOETIS INC,0.012312,480451,0.012312,0.008474
3886,15720,2019-01-25,EIX,EDISON INTERNATIONAL,0.005259,325811,0.005259,0.008474
3887,57665,2019-01-25,NKE,NIKE INC,0.002113,1273067,0.002113,0.008474
3888,13788,2019-01-28,ZTS,ZOETIS INC,-0.01228,480451,-0.01228,-0.007767
3889,15720,2019-01-28,EIX,EDISON INTERNATIONAL,-0.016598,325811,-0.016598,-0.007767
3890,57665,2019-01-28,NKE,NIKE INC,-0.003598,1273067,-0.003598,-0.007767
3891,13788,2019-01-29,ZTS,ZOETIS INC,0.009086,480451,0.009086,-0.001588
3892,15720,2019-01-29,EIX,EDISON INTERNATIONAL,0.012291,325811,0.012291,-0.001588
3893,57665,2019-01-29,NKE,NIKE INC,-0.001245,1273067,-0.001245,-0.001588
3894,13788,2019-01-30,ZTS,ZOETIS INC,0.008056,480451,0.008056,0.015589
3895,15720,2019-01-30,EIX,EDISON INTERNATIONAL,0.01178,325811,0.01178,0.015589
3896,57665,2019-01-30,NKE,NIKE INC,0.013214,1273067,0.013214,0.015589
3897,13788,2019-01-31,ZTS,ZOETIS INC,0.012575,480451,0.012575,0.009047
3898,15720,2019-01-31,EIX,EDISON INTERNATIONAL,0.020419,325811,0.020419,0.009047
3899,57665,2019-01-31,NKE,NIKE INC,0.007382,1258773,0.007382,0.009047
3900,13788,2019-02-01,ZTS,ZOETIS INC,0.011374,480451,0.011374,0.000532
3901,15720,2019-02-01,EIX,EDISON INTERNATIONAL,-0.00667,325811,-0.00667,0.000532
3902,57665,2019-02-01,NKE,NIKE INC,-0.004519,1258773,-0.004519,0.000532
3903,13788,2019-02-04,ZTS,ZOETIS INC,-0.001951,480451,-0.001951,0.006822
3904,15720,2019-02-04,EIX,EDISON INTERNATIONAL,-0.007952,325811,-0.007952,0.006822
3905,57665,2019-02-04,NKE,NIKE INC,0.005889,1258773,0.005889,0.006822
3906,13788,2019-02-05,ZTS,ZOETIS INC,0.004599,480451,0.004599,0.004871
3907,15720,2019-02-05,EIX,EDISON INTERNATIONAL,0.0,325811,0.0,0.004871
3908,57665,2019-02-05,NKE,NIKE INC,0.010611,1258773,0.010611,0.004871
3909,13788,2019-02-06,ZTS,ZOETIS INC,0.002404,480451,0.002404,-0.00218
3910,15720,2019-02-06,EIX,EDISON INTERNATIONAL,-0.009441,325811,-0.009441,-0.00218
3911,57665,2019-02-06,NKE,NIKE INC,-0.00181,1258773,-0.00181,-0.00218
