caldt,vwretd
2018-05-14,0.000948
2018-05-15,-0.006736
2018-05-16,0.004428
2018-05-17,-0.000679
2018-05-18,-0.002632
2018-05-21,0.007425
2018-05-22,-0.003195
2018-05-23,0.003406
2018-05-24,-0.001959
2018-05-25,-0.002170
2018-05-29,-0.011460
2018-05-30,0.012907
2018-05-31,-0.006667
2018-06-01,0.010939
2018-06-04,0.004780
2018-06-05,0.000746
2018-06-06,0.008543
2018-06-07,-0.000614
2018-06-08,0.003144
2018-06-11,0.001203
2018-06-12,0.001816
2018-06-13,-0.003889
2018-06-14,0.002793
2018-06-15,-0.000888
2018-06-18,-0.002020
2018-06-19,-0.003911
2018-06-20,0.001673
2018-06-21,-0.006173
2018-06-22,0.001881
2018-06-25,-0.013621
2018-06-26,0.002200
2018-06-27,-0.008635
2018-06-28,0.006236
2018-06-29,0.000819
2018-07-02,0.002994
2018-07-03,-0.004886
2018-07-05,0.008779
2018-07-06,0.008510
2018-07-09,0.009223
2018-07-10,0.003518
2018-07-11,-0.006999
2018-07-12,0.008888
2018-07-13,0.001186
2018-07-16,-0.000954
2018-07-17,0.004152
2018-07-18,0.001869
2018-07-19,-0.003890
2018-07-20,-0.000864
2018-07-23,0.001797
2018-07-24,0.004859
2018-07-25,0.009146
2018-07-26,-0.003051
2018-07-27,-0.006494
2018-07-30,-0.005769
2018-07-31,0.004808
2018-08-01,-0.001194
2018-08-02,0.005090
2018-08-03,0.004861
2018-08-06,0.003469
2018-08-07,0.002771
2018-08-08,-0.000208
2018-08-09,-0.001117
2018-08-10,-0.006687
2018-08-13,-0.003947
2018-08-14,0.006620
2018-08-15,-0.007539
2018-08-16,0.008630
2018-08-17,0.003340
2018-08-20,0.002357
2018-08-21,0.002052
2018-08-22,-0.000295
2018-08-23,-0.001718
2018-08-24,0.006145
2018-08-27,0.007753
2018-08-28,0.000302
2018-08-29,0.005908
2018-08-30,-0.004273
2018-08-31,0.000257
2018-09-04,-0.001553
2018-09-05,-0.002925
2018-09-06,-0.003484
2018-09-07,-0.002198
2018-09-10,0.001961
2018-09-11,0.003861
2018-09-12,0.000385
2018-09-13,0.005413
2018-09-14,0.000355
2018-09-17,-0.005689
2018-09-18,0.005377
2018-09-19,0.001158
2018-09-20,0.007913
2018-09-21,-0.000432
2018-09-24,-0.003476
2018-09-25,-0.001081
2018-09-26,-0.003269
2018-09-27,0.002975
2018-09-28,-0.000004
2018-10-01,0.003580
2018-10-02,-0.000503
2018-10-03,0.000547
2018-10-04,-0.008027
2018-10-05,-0.005596
2018-10-08,-0.000374
2018-10-09,-0.001132
2018-10-10,-0.032810
2018-10-11,-0.020415
2018-10-12,0.014451
2018-10-15,-0.005826
2018-10-16,0.021537
2018-10-17,-0.000107
2018-10-18,-0.014414
2018-10-19,-0.000223
2018-10-22,-0.004162
2018-10-23,-0.005335
2018-10-24,-0.030793
2018-10-25,0.018863
2018-10-26,-0.017528
2018-10-29,-0.006758
2018-10-30,0.015768
2018-10-31,0.010898
2018-11-01,0.010772
2018-11-02,-0.006303
2018-11-05,0.005278
2018-11-06,0.006261
2018-11-07,0.021376
2018-11-08,-0.001915
2018-11-09,-0.008872
2018-11-12,-0.019730
2018-11-13,-0.001557
2018-11-14,-0.007426
2018-11-15,0.010784
2018-11-16,0.002068
2018-11-19,-0.016794
2018-11-20,-0.017964
2018-11-21,0.003220
2018-11-23,-0.006254
2018-11-26,0.015662
2018-11-27,0.003142
2018-11-28,0.023219
2018-11-29,-0.002023
2018-11-30,0.008354
2018-12-03,0.011168
2018-12-04,-0.032406
2018-12-06,-0.001166
2018-12-07,-0.023289
2018-12-10,0.001836
2018-12-11,-0.000315
2018-12-12,0.005438
2018-12-13,-0.000162
2018-12-14,-0.018966
2018-12-17,-0.020806
2018-12-18,0.000361
2018-12-19,-0.015413
2018-12-20,-0.015962
2018-12-21,-0.020924
2018-12-24,-0.026912
2018-12-26,0.049762
2018-12-27,0.008541
2018-12-28,-0.001050
2018-12-31,0.008649
2019-01-02,0.001449
2019-01-03,-0.024185
2019-01-04,0.034411
2019-01-07,0.007184
2019-01-08,0.009812
2019-01-09,0.004378
2019-01-10,0.004437
2019-01-11,-0.000186
2019-01-14,-0.005098
2019-01-15,0.010897
2019-01-16,0.002342
2019-01-17,0.007688
2019-01-18,0.013054
2019-01-22,-0.014128
2019-01-23,0.002240
2019-01-24,0.001365
2019-01-25,0.008474
2019-01-28,-0.007767
2019-01-29,-0.001588
2019-01-30,0.015589
2019-01-31,0.009047
2019-02-01,0.000532
2019-02-04,0.006822
2019-02-05,0.004871
2019-02-06,-0.002180
2019-02-07,-0.009075
2019-02-08,0.000911
2019-02-11,0.000711
2019-02-12,0.013018
2019-02-13,0.003121
2019-02-14,-0.002304
2019-02-15,0.010844
2019-02-19,0.001752
2019-02-20,0.001832
2019-02-21,-0.003445
2019-02-22,0.006174
2019-02-25,0.001318
2019-02-26,-0.000786
2019-02-27,-0.000339
2019-02-28,-0.002310
2019-03-01,0.006898
2019-03-04,-0.003768
2019-03-05,-0.001059
2019-03-06,-0.006534
2019-03-07,-0.008000
2019-03-08,-0.002004
2019-03-11,0.014628
2019-03-12,0.002939
2019-03-13,0.007003
2019-03-14,-0.000529
2019-03-15,0.004991
2019-03-18,0.003872
2019-03-19,0.000037
2019-03-20,-0.002928
2019-03-21,0.010964
2019-03-22,-0.018962
2019-03-25,-0.000717
2019-03-26,0.007090
2019-03-27,-0.004685
2019-03-28,0.003732
2019-03-29,0.006741
2019-04-01,0.011517
2019-04-02,0.000073
2019-04-03,0.002156
2019-04-04,0.002351
2019-04-05,0.004658
2019-04-08,0.001107
2019-04-09,-0.005806
2019-04-10,0.003639
2019-04-11,0.000029
2019-04-12,0.006635
2019-04-15,-0.000535
2019-04-16,0.000547
2019-04-17,-0.002107
2019-04-18,0.001579
2019-04-22,0.001037
2019-04-23,0.008963
2019-04-24,-0.002133
2019-04-25,-0.000425
2019-04-26,0.004754
2019-04-29,0.001062
2019-04-30,0.000885
2019-05-01,-0.007579
2019-05-02,-0.002055
2019-05-03,0.009847
2019-05-06,-0.004217
2019-05-07,-0.016479
2019-05-08,-0.001591
2019-05-09,-0.002655
2019-05-10,0.004079
2019-05-13,-0.024222
2019-05-14,0.008204
2019-05-15,0.006106
2019-05-16,0.009243
2019-05-17,-0.005822
2019-05-20,-0.006675
2019-05-21,0.008451
2019-05-22,-0.002695
2019-05-23,-0.011892
2019-05-24,0.001547
2019-05-28,-0.008258
2019-05-29,-0.006880
2019-05-30,0.002145
2019-05-31,-0.013026
2019-06-03,-0.003838
2019-06-04,0.021459
2019-06-05,0.008292
2019-06-06,0.006412
2019-06-07,0.010716
2019-06-10,0.004890
2019-06-11,-0.000330
2019-06-12,-0.001926
2019-06-13,0.004364
2019-06-14,-0.001489
2019-06-17,0.000955
2019-06-18,0.009654
2019-06-19,0.002994
2019-06-20,0.009615
2019-06-21,-0.001173
2019-06-24,-0.001748
2019-06-25,-0.009528
2019-06-26,-0.001157
2019-06-27,0.003914
2019-06-28,0.005759
2019-07-01,0.007701
2019-07-02,0.003009
2019-07-03,0.007925
2019-07-05,-0.001645
2019-07-08,-0.004766
2019-07-09,0.001610
2019-07-10,0.004575
2019-07-11,0.002276
2019-07-12,0.004736
2019-07-15,0.000259
2019-07-16,-0.003349
2019-07-17,-0.006408
2019-07-18,0.003601
2019-07-19,-0.006124
2019-07-22,0.002845
2019-07-23,0.006862
2019-07-24,0.004685
2019-07-25,-0.005342
2019-07-26,0.007469
2019-07-29,-0.001819
2019-07-30,-0.002500
2019-07-31,-0.010922
2019-08-01,-0.008869
2019-08-02,-0.007262
2019-08-05,-0.029815
2019-08-06,0.013058
2019-08-07,0.000913
2019-08-08,0.018936
2019-08-09,-0.006570
2019-08-12,-0.011969
2019-08-13,0.014964
2019-08-14,-0.028994
2019-08-15,0.003009
2019-08-16,0.014498
2019-08-19,0.012123
2019-08-20,-0.007905
2019-08-21,0.008248
2019-08-22,-0.000517
2019-08-23,-0.025935
2019-08-26,0.011102
2019-08-27,-0.003152
2019-08-28,0.006525
2019-08-29,0.012822
2019-08-30,0.000769
2019-09-03,-0.006681
2019-09-04,0.010909
2019-09-05,0.013217
2019-09-06,0.000882
2019-09-09,0.000104
2019-09-10,0.000303
2019-09-11,0.007254
2019-09-12,0.003021
2019-09-13,-0.000472
2019-09-16,-0.003194
2019-09-17,0.002621
2019-09-18,0.000336
2019-09-19,0.000141
2019-09-20,-0.004882
2019-09-23,-0.000063
2019-09-24,-0.008351
2019-09-25,0.006205
2019-09-26,-0.002448
2019-09-27,-0.005145
2019-09-30,0.005126
2019-10-01,-0.012230
2019-10-02,-0.017947
2019-10-03,0.008108
2019-10-04,0.014223
2019-10-07,-0.004477
2019-10-08,-0.015368
2019-10-09,0.009412
2019-10-10,0.006456
2019-10-11,0.011091
2019-10-14,-0.001421
2019-10-15,0.009907
2019-10-16,-0.001846
2019-10-17,0.002889
2019-10-18,-0.003943
2019-10-21,0.006919
2019-10-22,-0.003536
2019-10-23,0.002861
2019-10-24,0.001989
2019-10-25,0.003951
2019-10-28,0.005625
2019-10-29,-0.000959
2019-10-30,0.003366
2019-10-31,-0.002915
2019-11-01,0.009649
2019-11-04,0.003707
2019-11-05,-0.001142
2019-11-06,0.000823
2019-11-07,0.003209
2019-11-08,0.002693
2019-11-11,-0.002018
2019-11-12,0.001550
2019-11-13,0.000776
2019-11-14,0.001042
2019-11-15,0.007663
2019-11-18,0.000594
2019-11-19,-0.000506
2019-11-20,-0.003602
2019-11-21,-0.001557
2019-11-22,0.002199
2019-11-25,0.007650
2019-11-26,0.002265
2019-11-27,0.004273
2019-11-29,-0.003796
2019-12-02,-0.008588
2019-12-03,-0.006563
2019-12-04,0.006336
2019-12-05,0.001732
2019-12-06,0.009108
2019-12-09,-0.003052
2019-12-10,-0.001121
2019-12-11,0.002930
2019-12-12,0.008631
2019-12-13,0.000214
2019-12-16,0.007038
2019-12-17,0.000398
2019-12-18,-0.000345
2019-12-19,0.004534
2019-12-20,0.004896
2019-12-23,0.000897
2019-12-24,-0.000132
2019-12-26,0.005385
2019-12-27,0.000028
2019-12-30,-0.005631
2019-12-31,0.002954
2020-01-02,0.008570
2020-01-03,-0.006950
2020-01-06,0.003566
2020-01-07,-0.002669
2020-01-08,0.004827
2020-01-09,0.006939
2020-01-10,-0.002841
2020-01-13,0.006957
2020-01-14,-0.001388
2020-01-15,0.001782
2020-01-16,0.008459
2020-01-17,0.003742
2020-01-21,-0.002617
2020-01-22,0.000322
2020-01-23,0.001190
2020-01-24,-0.009072
2020-01-27,-0.015637
2020-01-28,0.010117
2020-01-29,-0.000904
2020-01-30,0.003377
2020-01-31,-0.017209
2020-02-03,0.007296
2020-02-04,0.014994
2020-02-05,0.011113
2020-02-06,0.003467
2020-02-07,-0.005025
2020-02-10,0.007484
2020-02-11,0.002015
2020-02-12,0.006558
2020-02-13,-0.001323
2020-02-14,0.001932
2020-02-18,-0.002658
2020-02-19,0.004782
2020-02-20,-0.003852
2020-02-21,-0.010591
2020-02-24,-0.033359
2020-02-25,-0.030269
2020-02-26,-0.003772
2020-02-27,-0.043781
2020-02-28,-0.008242
2020-03-02,0.045959
2020-03-03,-0.028014
2020-03-04,0.042150
2020-03-05,-0.033630
2020-03-06,-0.016819
2020-03-09,-0.075275
2020-03-10,0.049281
2020-03-11,-0.048751
2020-03-12,-0.095036
2020-03-13,0.093205
2020-03-16,-0.118970
2020-03-17,0.060242
2020-03-18,-0.050477
2020-03-19,0.004670
2020-03-20,-0.043187
2020-03-23,-0.028576
2020-03-24,0.092646
2020-03-25,0.010971
2020-03-26,0.062088
2020-03-27,-0.033559
2020-03-30,0.033550
2020-03-31,-0.015948
2020-04-01,-0.043645
2020-04-02,0.022726
2020-04-03,-0.014551
2020-04-06,0.070015
2020-04-07,-0.001665
2020-04-08,0.033801
2020-04-09,0.014454
2020-04-13,-0.009366
2020-04-14,0.030843
2020-04-15,-0.021556
2020-04-16,0.006190
2020-04-17,0.026322
2020-04-20,-0.017771
2020-04-21,-0.030447
2020-04-22,0.022846
2020-04-23,-0.000388
2020-04-24,0.013758
2020-04-27,0.014428
2020-04-28,-0.005305
2020-04-29,0.026208
2020-04-30,-0.008936
2020-05-01,-0.027987
2020-05-04,0.004454
2020-05-05,0.009042
2020-05-06,-0.006842
2020-05-07,0.012070
2020-05-08,0.017096
2020-05-11,0.000148
2020-05-12,-0.020425
2020-05-13,-0.017138
2020-05-14,0.011669
2020-05-15,0.004270
2020-05-18,0.031482
2020-05-19,-0.010403
2020-05-20,0.016702
2020-05-21,-0.007929
2020-05-22,0.002457
2020-05-26,0.012164
2020-05-27,0.014605
2020-05-28,-0.001863
2020-05-29,0.004922
2020-06-01,0.003979
2020-06-02,0.008075
2020-06-03,0.013602
2020-06-04,-0.003255
2020-06-05,0.025805
2020-06-08,0.012263
2020-06-09,-0.007465
2020-06-10,-0.005108
2020-06-11,-0.058263
2020-06-12,0.013059
2020-06-15,0.008464
2020-06-16,0.018946
2020-06-17,-0.003646
2020-06-18,0.000805
2020-06-19,-0.005284
2020-06-22,0.006543
2020-06-23,0.004316
2020-06-24,-0.025571
2020-06-25,0.010927
2020-06-26,-0.024285
2020-06-29,0.014740
2020-06-30,0.015346
2020-07-01,0.005266
2020-07-02,0.004715
2020-07-06,0.016070
2020-07-07,-0.010446
2020-07-08,0.007812
2020-07-09,-0.004930
2020-07-10,0.010600
2020-07-13,-0.009530
2020-07-14,0.013302
2020-07-15,0.008938
2020-07-16,-0.003355
2020-07-17,0.002691
2020-07-20,0.008785
2020-07-21,0.001624
2020-07-22,0.005591
2020-07-23,-0.012421
2020-07-24,-0.006038
2020-07-27,0.007415
2020-07-28,-0.006553
2020-07-29,0.012316
2020-07-30,-0.003576
2020-07-31,0.007894
2020-08-03,0.006842
2020-08-04,0.003775
2020-08-05,0.006357
2020-08-06,0.006495
2020-08-07,0.000845
2020-08-10,0.002842
2020-08-11,-0.008020
2020-08-12,0.014106
2020-08-13,-0.001655
2020-08-14,-0.000052
2020-08-17,0.002937
2020-08-18,0.002708
2020-08-19,-0.004358
2020-08-20,0.003108
2020-08-21,0.003508
2020-08-24,0.010110
2020-08-25,0.003522
2020-08-26,0.010173
2020-08-27,0.001848
2020-08-28,0.006933
2020-08-31,-0.002009
2020-09-01,0.007952
2020-09-02,0.015351
2020-09-03,-0.034955
2020-09-04,-0.008178
2020-09-08,-0.027921
2020-09-09,0.020237
2020-09-10,-0.017577
2020-09-11,0.000399
2020-09-14,0.012983
2020-09-15,0.005349
2020-09-16,-0.004753
2020-09-17,-0.008466
2020-09-18,-0.011340
2020-09-21,-0.011257
2020-09-22,0.010820
2020-09-23,-0.023827
2020-09-24,0.003153
2020-09-25,0.016035
2020-09-28,0.016099
2020-09-29,-0.004733
2020-09-30,0.008263
2020-10-01,0.005692
2020-10-02,-0.009760
2020-10-05,0.018060
2020-10-06,-0.014074
2020-10-07,0.017389
2020-10-08,0.008262
2020-10-09,0.008996
2020-10-12,0.016701
2020-10-13,-0.006130
2020-10-14,-0.006746
2020-10-15,-0.001529
2020-10-16,-0.000083
2020-10-19,-0.016384
2020-10-20,0.004811
2020-10-21,-0.002255
2020-10-22,0.005249
2020-10-23,0.003499
2020-10-26,-0.018394
2020-10-27,-0.002814
2020-10-28,-0.035198
2020-10-29,0.011972
2020-10-30,-0.012228
2020-11-02,0.012177
2020-11-03,0.017793
2020-11-04,0.022218
2020-11-05,0.019562
2020-11-06,-0.000014
2020-11-09,0.011808
2020-11-10,-0.001430
2020-11-11,0.007900
2020-11-12,-0.009679
2020-11-13,0.013753
2020-11-16,0.011511
2020-11-17,-0.004613
2020-11-18,-0.011277
2020-11-19,0.004214
2020-11-20,-0.006830
2020-11-23,0.005592
2020-11-24,0.016071
2020-11-25,-0.001390
2020-11-27,0.002563
2020-11-30,-0.004343
2020-12-01,0.011340
2020-12-02,0.001739
2020-12-03,-0.000470
2020-12-04,0.008764
2020-12-07,-0.001935
2020-12-08,0.002839
2020-12-09,-0.008042
2020-12-10,-0.001213
2020-12-11,-0.001222
2020-12-14,-0.004099
2020-12-15,0.012959
2020-12-16,0.001945
2020-12-17,0.005728
2020-12-18,-0.003363
2020-12-21,-0.004027
2020-12-22,-0.001989
2020-12-23,0.000729
2020-12-24,0.003623
2020-12-28,0.008919
2020-12-29,-0.002235
2020-12-30,0.001484
2020-12-31,0.006377
2021-01-04,-0.014456
2021-01-05,0.007089
2021-01-06,0.005644
2021-01-07,0.015175
2021-01-08,0.005929
2021-01-11,-0.006926
2021-01-12,0.000608
2021-01-13,0.002202
2021-01-14,-0.003836
2021-01-15,-0.007237
2021-01-19,0.008116
2021-01-20,0.014159
2021-01-21,0.000446
2021-01-22,-0.002842
2021-01-25,0.003733
2021-01-26,-0.001275
2021-01-27,-0.025727
2021-01-28,0.009418
2021-01-29,-0.019383
2021-02-01,0.016284
2021-02-02,0.014103
2021-02-03,0.000777
2021-02-04,0.010978
2021-02-05,0.004043
2021-02-08,0.007280
2021-02-09,-0.001149
2021-02-10,-0.000697
2021-02-11,0.001754
2021-02-12,0.004764
2021-02-16,-0.000602
2021-02-17,-0.000055
2021-02-18,-0.004630
2021-02-19,-0.001924
2021-02-22,-0.007937
2021-02-23,0.001221
2021-02-24,0.011304
2021-02-25,-0.024413
2021-02-26,-0.004621
2021-03-01,0.023849
2021-03-02,-0.008142
2021-03-03,-0.013228
2021-03-04,-0.013168
2021-03-05,0.019351
2021-03-08,-0.005542
2021-03-09,0.014698
2021-03-10,0.006106
2021-03-11,0.010424
2021-03-12,0.001315
2021-03-15,0.006507
2021-03-16,-0.001675
2021-03-17,0.002983
2021-03-18,-0.015014
2021-03-19,-0.000361
2021-03-22,0.007043
2021-03-23,-0.007555
2021-03-24,-0.005638
2021-03-25,0.005370
2021-03-26,0.016138
2021-03-29,-0.000798
2021-03-30,-0.002865
2021-03-31,0.003844
2021-04-01,0.011758
2021-04-05,0.014844
2021-04-06,-0.000815
2021-04-07,0.001400
2021-04-08,0.004571
2021-04-09,0.007657
2021-04-12,-0.000051
2021-04-13,0.003534
2021-04-14,-0.004158
2021-04-15,0.011068
2021-04-16,0.003581
2021-04-19,-0.005326
2021-04-20,-0.006726
2021-04-21,0.009310
2021-04-22,-0.009237
2021-04-23,0.010961
2021-04-26,0.001814
2021-04-27,-0.000326
2021-04-28,-0.000720
2021-04-29,0.006769
2021-04-30,-0.006870
2021-05-03,0.002564
2021-05-04,-0.006907
2021-05-05,0.000718
2021-05-06,0.008241
2021-05-07,0.007419
2021-05-10,-0.010683
2021-05-11,-0.008571
2021-05-12,-0.021445
2021-05-13,0.012223
2021-05-14,0.015167
2021-05-17,-0.002492
2021-05-18,-0.008300
2021-05-19,-0.002870
2021-05-20,0.010717
2021-05-21,-0.000865
2021-05-24,0.010082
2021-05-25,-0.002094
2021-05-26,0.002033
2021-05-27,0.001228
2021-05-28,0.000802
2021-06-01,-0.000367
2021-06-02,0.001474
2021-06-03,-0.003606
2021-06-04,0.008929
2021-06-07,-0.000694
2021-06-08,0.000360
2021-06-09,-0.001831
2021-06-10,0.004762
2021-06-11,0.001970
2021-06-14,0.002089
2021-06-15,-0.002041
2021-06-16,-0.005393
2021-06-17,-0.000150
2021-06-18,-0.012998
2021-06-21,0.013940
2021-06-22,0.005163
2021-06-23,-0.000985
2021-06-24,0.005864
2021-06-25,0.003250
2021-06-28,0.002246
2021-06-29,0.000272
2021-06-30,0.001445
2021-07-01,0.005164
2021-07-02,0.007751
2021-07-06,-0.001723
2021-07-07,0.003334
2021-07-08,-0.008136
2021-07-09,0.011143
2021-07-12,0.003520
2021-07-13,-0.003597
2021-07-14,0.001294
2021-07-15,-0.003349
2021-07-16,-0.007496
2021-07-19,-0.015761
2021-07-20,0.015235
2021-07-21,0.008140
2021-07-22,0.002072
2021-07-23,0.010027
2021-07-26,0.002546
2021-07-27,-0.004933
2021-07-28,-0.000167
2021-07-29,0.004390
2021-07-30,-0.005630
2021-08-02,-0.001672
2021-08-03,0.008247
2021-08-04,-0.004537
2021-08-05,0.006142
2021-08-06,0.001615
2021-08-09,-0.000557
2021-08-10,0.000976
2021-08-11,0.002297
2021-08-12,0.003263
2021-08-13,0.001551
2021-08-16,0.002374
2021-08-17,-0.007015
2021-08-18,-0.010471
2021-08-19,0.001095
2021-08-20,0.008181
2021-08-23,0.008789
2021-08-24,0.001546
2021-08-25,0.002172
2021-08-26,-0.005823
2021-08-27,0.008814
2021-08-30,0.004514
2021-08-31,-0.001075
2021-09-01,0.000448
2021-09-02,0.002894
2021-09-03,-0.000222
2021-09-07,-0.003154
2021-09-08,-0.001246
2021-09-09,-0.004520
2021-09-10,-0.007797
2021-09-13,0.002151
2021-09-14,-0.005603
2021-09-15,0.008445
2021-09-16,-0.001413
2021-09-17,-0.009047
2021-09-20,-0.017067
2021-09-21,-0.000723
2021-09-22,0.009622
2021-09-23,0.012149
2021-09-24,0.001582
2021-09-27,-0.002696
2021-09-28,-0.020262
2021-09-29,0.001667
2021-09-30,-0.011857
2021-10-01,0.011278
2021-10-04,-0.012921
2021-10-05,0.010615
2021-10-06,0.004041
2021-10-07,0.008542
2021-10-08,-0.001875
2021-10-11,-0.006783
2021-10-12,-0.002256
2021-10-13,0.003015
2021-10-14,0.017007
2021-10-15,0.007598
2021-10-18,0.003602
2021-10-19,0.007351
2021-10-20,0.003599
2021-10-21,0.003055
2021-10-22,-0.001036
2021-10-25,0.005075
2021-10-26,0.001778
2021-10-27,-0.004915
2021-10-28,0.009967
2021-10-29,0.002005
2021-11-01,0.002094
2021-11-02,0.003559
2021-11-03,0.006770
2021-11-04,0.004298
2021-11-05,0.003764
2021-11-08,0.000482
2021-11-09,-0.003828
2021-11-10,-0.007830
2021-11-11,0.000478
2021-11-12,0.007066
2021-11-15,0.000001
2021-11-16,0.003885
2021-11-17,-0.002252
2021-11-18,0.003638
2021-11-19,-0.001335
2021-11-22,-0.003065
2021-11-23,0.001467
2021-11-24,0.002341
2021-11-26,-0.022706
2021-11-29,0.013275
2021-11-30,-0.018746
2021-12-01,-0.012120
2021-12-02,0.014156
2021-12-03,-0.008539
2021-12-06,0.011676
2021-12-07,0.020714
2021-12-08,0.003085
2021-12-09,-0.007242
2021-12-10,0.009765
2021-12-13,-0.009225
2021-12-14,-0.007209
2021-12-15,0.016492
2021-12-16,-0.008979
2021-12-17,-0.010215
2021-12-20,-0.011578
2021-12-21,0.017880
2021-12-22,0.010379
2021-12-23,0.006407
2021-12-27,0.013645
2021-12-28,-0.000978
2021-12-29,0.001275
2021-12-30,-0.002951
2021-12-31,-0.002604
2022-01-03,0.007068
2022-01-04,-0.000884
2022-01-05,-0.019447
2022-01-06,-0.001074
2022-01-07,-0.004050
2022-01-10,-0.001293
2022-01-11,0.009260
2022-01-12,0.002872
2022-01-13,-0.014269
2022-01-14,0.000827
2022-01-18,-0.018416
2022-01-19,-0.009762
2022-01-20,-0.010980
2022-01-21,-0.019144
2022-01-24,0.002770
2022-01-25,-0.012309
2022-01-26,-0.001522
2022-01-27,-0.005763
2022-01-28,0.024556
2022-01-31,0.019292
2022-02-01,0.006876
2022-02-02,0.009221
2022-02-03,-0.023901
2022-02-04,0.005949
2022-02-07,-0.003711
2022-02-08,0.008489
2022-02-09,0.014513
2022-02-10,-0.017973
2022-02-11,-0.019144
2022-02-14,-0.003569
2022-02-15,0.015987
2022-02-16,0.001096
2022-02-17,-0.021027
2022-02-18,-0.007154
2022-02-22,-0.010288
2022-02-23,-0.018682
2022-02-24,0.015284
2022-02-25,0.022328
2022-02-28,-0.002131
2022-03-01,-0.015320
2022-03-02,0.018467
2022-03-03,-0.005340
2022-03-04,-0.007821
2022-03-07,-0.029708
2022-03-08,-0.007213
2022-03-09,0.025961
2022-03-10,-0.003851
2022-03-11,-0.012938
2022-03-14,-0.007338
2022-03-15,0.021584
2022-03-16,0.022470
2022-03-17,0.012463
2022-03-18,0.011845
2022-03-21,-0.000504
2022-03-22,0.011691
2022-03-23,-0.012126
2022-03-24,0.014291
2022-03-25,0.004892
2022-03-28,0.007667
2022-03-29,0.012265
2022-03-30,-0.006200
2022-03-31,-0.015582
2022-04-01,0.003567
2022-04-04,0.008523
2022-04-05,-0.012605
2022-04-06,-0.009800
2022-04-07,0.004260
2022-04-08,-0.002892
2022-04-11,-0.017024
2022-04-12,-0.003266
2022-04-13,0.011842
2022-04-14,-0.012254
2022-04-18,-0.000323
2022-04-19,0.016246
2022-04-20,-0.000906
2022-04-21,-0.014461
2022-04-22,-0.027733
2022-04-25,0.005687
2022-04-26,-0.028578
2022-04-27,0.002047
2022-04-28,0.024755
2022-04-29,-0.036625
2022-05-02,0.005754
2022-05-03,0.004805
2022-05-04,0.029917
2022-05-05,-0.035704
2022-05-06,-0.005694
2022-05-09,-0.032097
2022-05-10,0.002430
2022-05-11,-0.016731
2022-05-12,-0.000901
2022-05-13,0.024221
2022-05-16,-0.004250
2022-05-17,0.019664
2022-05-18,-0.040581
2022-05-19,-0.005853
2022-05-20,0.000046
2022-05-23,0.018698
2022-05-24,-0.008435
2022-05-25,0.009641
2022-05-26,0.020241
2022-05-27,0.025117
2022-05-31,-0.005923
2022-06-01,-0.007374
2022-06-02,0.018692
2022-06-03,-0.016600
2022-06-06,0.003280
2022-06-07,0.009326
2022-06-08,-0.010664
2022-06-09,-0.023713
2022-06-10,-0.028969
2022-06-13,-0.038909
2022-06-14,-0.002986
2022-06-15,0.014826
2022-06-16,-0.032319
2022-06-17,0.002414
2022-06-21,0.024797
2022-06-22,-0.001251
2022-06-23,0.009778
2022-06-24,0.030494
2022-06-27,-0.003033
2022-06-28,-0.020356
2022-06-29,-0.000546
2022-06-30,-0.008658
2022-07-01,0.010765
2022-07-05,0.002174
2022-07-06,0.003536
2022-07-07,0.015114
2022-07-08,-0.000675
2022-07-11,-0.011747
2022-07-12,-0.009142
2022-07-13,-0.004317
2022-07-14,-0.002660
2022-07-15,0.019092
2022-07-18,-0.008342
2022-07-19,0.027587
2022-07-20,0.005996
2022-07-21,0.010359
2022-07-22,-0.009222
2022-07-25,0.001217
2022-07-26,-0.012078
2022-07-27,0.026366
2022-07-28,0.012401
2022-07-29,0.014857
2022-08-01,-0.002696
2022-08-02,-0.006535
2022-08-03,0.015656
2022-08-04,-0.000744
2022-08-05,-0.001804
2022-08-08,-0.001232
2022-08-09,-0.004141
2022-08-10,0.021316
2022-08-11,-0.000588
2022-08-12,0.017616
2022-08-15,0.004108
2022-08-16,0.002097
2022-08-17,-0.007061
2022-08-18,0.002346
2022-08-19,-0.012847
2022-08-22,-0.021255
2022-08-23,-0.002117
2022-08-24,0.002939
2022-08-25,0.014020
2022-08-26,-0.033627
2022-08-29,-0.006521
2022-08-30,-0.010891
2022-08-31,-0.007582
2022-09-01,0.003311
2022-09-02,-0.010674
2022-09-06,-0.003943
2022-09-07,0.018526
2022-09-08,0.006667
2022-09-09,0.015416
2022-09-12,0.010676
2022-09-13,-0.043147
2022-09-14,0.003801
2022-09-15,-0.011139
2022-09-16,-0.007275
2022-09-19,0.006932
2022-09-20,-0.011136
2022-09-21,-0.017027
2022-09-22,-0.008566
2022-09-23,-0.017479
2022-09-26,-0.009991
2022-09-27,-0.002054
2022-09-28,0.019730
2022-09-29,-0.021155
2022-09-30,-0.015014
2022-10-03,0.025506
2022-10-04,0.030730
2022-10-05,-0.002047
2022-10-06,-0.009939
2022-10-07,-0.028001
2022-10-10,-0.007292
2022-10-11,-0.006459
2022-10-12,-0.003220
2022-10-13,0.025674
2022-10-14,-0.023847
2022-10-17,0.026605
2022-10-18,0.011605
2022-10-19,-0.006619
2022-10-20,-0.007731
2022-10-21,0.023704
2022-10-24,0.011759
2022-10-25,0.016229
2022-10-26,-0.007264
